Location,CURRENT PLATE,OWNER / Operator,VEHICLE YEAR,Vehicle year +20,Euro Class,NZTA Registered TARE Weight,NZTA MAKE MODEL SUBMODEL,Vehicle ID,Include/Exclude
Auckland,JAF122,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JAF134,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JAF147,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JAS647,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JAS657,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JBL123,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JBL132,Howick And Eastern Buses,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,DKL837,Howick And Eastern Buses,2006,2026,EURO III,"9,920",MAN 17.223 ,,Include
Auckland,DKU643,Howick And Eastern Buses,2006,2026,EURO III,"9,910",MAN 17.223 ,,Include
Auckland,DKU645,Howick And Eastern Buses,2006,2026,EURO III,"9,900",MAN 17.223 ,,Include
Auckland,DLK382,Howick And Eastern Buses,2006,2026,EURO III,"9,950",MAN 17.223 ,,Include
Auckland,DLT925,Howick And Eastern Buses,2006,2026,EURO III,"10,100",MAN 17.223 ,,Include
Auckland,DLT927,Howick And Eastern Buses,2006,2026,EURO III,"9,670",MAN 17.223 ,,Include
Auckland,DUA406,Howick And Eastern Buses,2007,2027,EURO III,"10,340",MAN 18.223 SLF,,Include
Auckland,DUA410,Howick And Eastern Buses,2007,2027,EURO III,"10,500",MAN 18.223 SLF,,Include
Auckland,DUA424,Howick And Eastern Buses,2007,2027,EURO III,"10,630",MAN 18.223 SLF,,Include
Auckland,EZW175,Howick And Eastern Buses,2009,2029,EURO IV,"12,540",SCANIA K280 UB6X2*4LB,,Include
Auckland,EZW180,Howick And Eastern Buses,2009,2029,EURO IV,"12,540",SCANIA K280 UB6X2*4LB,,Include
Auckland,FAW4,Howick And Eastern Buses,2009,2029,EURO IV,"12,520",SCANIA K280 UB6X2*4LB,,Include
Auckland,FAW8,Howick And Eastern Buses,2009,2029,EURO IV,"12,500",SCANIA K280 UB6X2*4LB,,Include
Auckland,FBP27,Howick And Eastern Buses,2009,2029,EURO IV,"12,550",SCANIA K280 UB6X2*4LB,,Include
Auckland,FBP29,Howick And Eastern Buses,2009,2029,EURO IV,"12,450",SCANIA K280 UB6X2*4LB,,Include
Auckland,FCJ7,Howick And Eastern Buses,2009,2029,EURO IV,"12,500",SCANIA K280 UB6X24LB,,Include
Auckland,FPA128,Howick And Eastern Buses,2010,2030,EURO IV,"12,620",SCANIA K280 UB6X2,,Include
Auckland,FPL230,Howick And Eastern Buses,2010,2030,EURO IV,"12,630",SCANIA K280 UB6X24LB,,Include
Auckland,FPL234,Howick And Eastern Buses,2010,2030,EURO IV,"12,600",SCANIA K280 UB6X2 4LB,,Include
Auckland,HRH950,Howick And Eastern Buses,2010,2030,EURO IV,"12,620",SCANIA K280 UB6X2*4LB,,Include
Auckland,FQL145,Howick And Eastern Buses,2010,2030,EURO IV,"12,600",SCANIA K280 UB6X2*4LB,,Include
Auckland,HJY989,Howick And Eastern Buses,2014,2034,EURO V,"12,690",SCANIA K320 UB6X24LB,,Include
Auckland,HKF3,Howick And Eastern Buses,2014,2034,EURO V,"12,740",SCANIA K320 ,,Include
Auckland,HKF385,Howick And Eastern Buses,2014,2034,EURO V,"12,740",SCANIA K320 UB6X2,,Include
Auckland,HLD434,Howick And Eastern Buses,2014,2034,EURO V,"12,740",SCANIA K320 UB6X2*4LB,,Include
Auckland,HLK426,Howick And Eastern Buses,2014,2034,EURO V,"12,720",SCANIA K320 UB6X24LB,,Include
Auckland,HLT235,Howick And Eastern Buses,2014,2034,EURO V,"12,750",SCANIA K320 UB6X2*4LB,,Include
Auckland,HLW686,Howick And Eastern Buses,2014,2034,EURO V,"12,750",SCANIA K320 UB6X2 4LB,,Include
Auckland,HLW703,Howick And Eastern Buses,2014,2034,EURO V,"12,760",SCANIA K320 K320UB6X24LB,,Include
Auckland,HLW719,Howick And Eastern Buses,2014,2034,EURO V,"12,760",SCANIA K320 UB6X2*4,,Include
Auckland,HNB930,Howick And Eastern Buses,2014,2034,EURO V,"12,760",SCANIA K320 ,,Include
Auckland,HNB940,Howick And Eastern Buses,2014,2034,EURO V,"12,760",SCANIA K320 UB6X2-4LB,,Include
Auckland,HYY912,Howick And Eastern Buses,2015,2035,EURO V,"12,670",SCANIA K320 K320UB6X2,,Include
Auckland,HZL564,Howick And Eastern Buses,2015,2035,EURO V,"12,740",SCANIA K320 K3206X2,,Include
Auckland,JAF123,Howick And Eastern Buses,2015,2035,EURO V,"12,740",SCANIA K320 K3206X2,,Include
Auckland,JAF146,Howick And Eastern Buses,2015,2035,EURO V,"12,750",SCANIA K320 K3206X2,,Include
Auckland,JAF159,Howick And Eastern Buses,2015,2035,EURO V,"12,760",SCANIA K320 K320 6X2,,Include
Auckland,JAS659,Howick And Eastern Buses,2015,2035,EURO V,"12,770",SCANIA K320 K3206X2,,Include
Auckland,JBL125,Howick And Eastern Buses,2015,2035,EURO V,"12,760",SCANIA K320 UB6X2*4LB,,Include
Auckland,JBL139,Howick And Eastern Buses,2015,2035,EURO V,"12,760",SCANIA K320 UB6X284LB,,Include
Auckland,JCB214,Howick And Eastern Buses,2015,2035,EURO V,"12,560",SCANIA K320 K3206X2*4LB,,Include
Auckland,JCB239,Howick And Eastern Buses,2015,2035,EURO V,"12,760",SCANIA K320 UB6X2-4LB,,Include
Auckland,JDB118,Howick And Eastern Buses,2015,2035,EURO V,"12,810",SCANIA K320 ,,Include
Auckland,JDB132,Howick And Eastern Buses,2015,2035,EURO V,"12,750",SCANIA K320 ,,Include
Auckland,JDP91,Howick And Eastern Buses,2015,2035,EURO V,"12,750",SCANIA K320 ,,Include
Auckland,JDP111,Howick And Eastern Buses,2015,2035,EURO V,"12,730",SCANIA K320 ,,Include
Auckland,CWT815,Howick And Eastern Buses,2005,2025,EURO III,"8,500",MAN 12.223 SLF,,Include
Auckland,CYW101,Howick And Eastern Buses,2005,2025,EURO III,"8,550",MAN 12.223 SLF,,Include
Auckland,CWT817,Howick And Eastern Buses,2005,2025,EURO III,"8,650",MAN 12.223 SLF,,Include
Auckland,CYW102,Howick And Eastern Buses,2005,2025,EURO III,"8,330",MAN 12.223 SLF,,Include
Auckland,JJT885,Howick And Eastern Buses,2015,2035,EURO V,"14,740",ALEXANDER DENNIS ENVIRO 500,,Include
Auckland,JPH48,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JPH58,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JQD46,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JQD66,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JQU706,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JQU730,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JRM165,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JRM198,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTM974,Howick And Eastern Buses,2016,2036,EURO V,"14,740",ALEXANDER DENNIS ENVIRO 500,,Include
Auckland,JYS382,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYS398,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYS404,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYS408,Howick And Eastern Buses,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JZJ824,Howick And Eastern Buses,2016,2036,EURO V,"14,870",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MHY985,Howick And Eastern Buses,2019,2039,EURO V,"14,555",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MHY986,Howick And Eastern Buses,2019,2039,EURO V,"14,655",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MHY987,Howick And Eastern Buses,2019,2039,EURO V,"14,685",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MHY988,Howick And Eastern Buses,2019,2039,EURO V,"14,650",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,NCY340,NZ BUS,2020,2040,EV,"15,150",FACTORY BUILT YUTONG E13,,Include
Auckland,NFC408,NZ BUS,2021,2041,EV,"12,680",FACTORY BUILT GLOBAL BUS VENTURES G2-FC,,Include
Auckland,NZQ515,Howick And Eastern Buses,2022,2042,EV,"14,060",ALEXANDER DENNIS ENVIRO 200 200MMC ELECTRIC,,Include
Auckland,NZQ950,Howick And Eastern Buses,2022,2042,EV,"13,817",ALEXANDER DENNIS ENVIRO 200 M202-BSC-2021,,Include
Auckland,PBK895,Howick And Eastern Buses,2022,2042,EV,"14,540",FACTORY BUILT YUTONG E13,,Include
Auckland,LFT274,NZ BUS,2018,2038,EV,"12,295",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,LFT275,NZ BUS,2018,2038,EV,"12,225",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDN965,NZ BUS,2003,2023,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,BCW232,NZ BUS,2003,2023,EURO III,"9,610",MAN 17.223 SLF,,Include
Auckland,BCW239,NZ BUS,2003,2023,EURO III,"9,600",MAN 17.223 SLF,,Include
Auckland,BFZ277,NZ BUS,2003,2023,EURO III,"9,760",MAN 17.223 SLF,,Include
Auckland,BJY878,NZ BUS,2003,2023,EURO III,"9,770",MAN 17.223 SLF,,Include
Auckland,BKR311,NZ BUS,2003,2023,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,BQF960,NZ BUS,2003,2023,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,CKJ376,NZ BUS,2004,2024,EURO III,"9,990",MAN 17.223 SLF,,Include
Auckland,CLJ74,NZ BUS,2005,2025,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CMF432,NZ BUS,2005,2025,EURO III,"9,920",MAN 17.223 SLF,,Include
Auckland,CNE136,NZ BUS,2005,2025,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,CNE138,NZ BUS,2005,2025,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,CRJ144,NZ BUS,2005,2025,EURO III,"9,680",MAN 17.223 SLF,,Include
Auckland,CRJ145,NZ BUS,2005,2025,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,CRT232,NZ BUS,2005,2025,EURO III,"9,770",MAN 17.223 SLF,,Include
Auckland,GAE104,NZ BUS,2011,2031,EURO IV,"8,680",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAE103,NZ BUS,2011,2031,EURO IV,"8,670",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAE107,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAE112,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAE113,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAJ401,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAJ409,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAJ411,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAJ408,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAJ412,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAJ419,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAS7,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAS15,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAS16,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAS20,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAW367,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAW368,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAW370,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAW374,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GAW380,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBH144,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBH158,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBN101,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBN102,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBN103,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBN113,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBN118,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBW787,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBW791,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBW792,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD501,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD503,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD515,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD517,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP681,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP687,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP694,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP696,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GHC822,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GJR25,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GJR30,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GLY46,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GSC659,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GSR631,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTB859,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAY919,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HDR3,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB242,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB247,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB249,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB253,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB258,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB259,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEB260,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEL389,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HEL390,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HFE775,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH742,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH743,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH747,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH750,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGL555,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JSH274,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JRM177,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTC884,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JSH299,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTC902,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTC905,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTR170,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTC913,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTR197,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTR196,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JTR199,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JUM511,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,NFA267,NZ BUS,2020,2040,EV,"11,548",ZHEJIANG CRRC EV BUS ,,Include
Auckland,NHZ672,NZ BUS,2021,2041,EV,"11,390",FACTORY BUILT CRRC ES12MAX,,Include
Auckland,NJY277,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR61BGEV4,,Include
Auckland,NHZ662,NZ BUS,2021,2041,EV,"11,050",FACTORY BUILT CRRC ES12MAX,,Include
Auckland,NJY280,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR61BGEV4,,Include
Auckland,NJY279,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR61BGEV4,,Include
Auckland,NLA472,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR6113GLEV4,,Include
Auckland,NLA471,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR61BGEV4,,Include
Auckland,NJY278,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR61BGEV4,,Include
Auckland,NJT142,NZ BUS,2021,2041,EV,"11,700",FACTORY BUILT CRRC ES12MAX,,Include
Auckland,NJY276,NZ BUS,2021,2041,EV,"11,350",FACTORY BUILT CRRC CSR61BGEV4,,Include
Auckland,NJT141,NZ BUS,2021,2041,EV,"11,390",FACTORY BUILT CRRC ES12MAX,,Include
Auckland,BFZ267,NZ BUS,2003,2023,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,BGS118,NZ BUS,2003,2023,EURO III,"9,660",MAN 17.223 SLF,,Include
Auckland,BKR316,NZ BUS,2003,2023,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,BKR318,NZ BUS,2003,2023,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,GCJ518,NZ BUS,2003,2023,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,BLD742,NZ BUS,2003,2023,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,BQF941,NZ BUS,2003,2023,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,BRC550,NZ BUS,2003,2023,EURO III,"9,750",MAN 17.223 SLF,,Include
Auckland,GEK121,NZ BUS,2003,2023,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,BSY613,NZ BUS,2004,2024,EURO III,"9,870",MAN 17.223 SLF,,Include
Auckland,BSY616,NZ BUS,2004,2024,EURO III,"9,820",MAN 17.223 SLF,,Include
Auckland,EKQ313,NZ BUS,2004,2024,EURO III,"9,840",MAN 17.223 SLF,,Include
Auckland,CEK71,NZ BUS,2004,2024,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CER429,NZ BUS,2004,2024,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CER430,NZ BUS,2004,2024,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CER438,NZ BUS,2004,2024,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,CFA184,NZ BUS,2004,2024,EURO III,"9,760",MAN 17.223 SLF,,Include
Auckland,CFA196,NZ BUS,2004,2024,EURO III,"9,650",MAN 17.223 SLF,,Include
Auckland,CFH401,NZ BUS,2004,2024,EURO III,"9,770",MAN 17.223 SLF,,Include
Auckland,CFH413,NZ BUS,2004,2024,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,CNR591,NZ BUS,2005,2025,EURO III,"9,750",MAN 17.223 SLF,,Include
Auckland,CPG40,NZ BUS,2005,2025,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,CPL838,NZ BUS,2005,2025,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,CRJ112,NZ BUS,2005,2025,EURO III,"9,680",MAN 17.223 SLF,,Include
Auckland,CRJ149,NZ BUS,2005,2025,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,CRS562,NZ BUS,2005,2025,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,CRT237,NZ BUS,2005,2025,EURO III,"9,820",MAN 17.223 SLF,,Include
Auckland,CRT239,NZ BUS,2005,2025,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,CST636,NZ BUS,2005,2025,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,FZG258,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP695,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP700,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCY586,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCY594,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCY595,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCY599,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCY600,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDJ708,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDJ717,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDJ716,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDQ242,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDQ257,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDZ141,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GEH828,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDZ144,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDZ146,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDZ154,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDZ155,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDZ157,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GEH824,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GEH823,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GER483,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GER482,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GGY84,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GHC821,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
